[2022-08-16 22:35:34,148] Register - Step 01: Navigate to 'Register' page
[2022-08-19 01:22:58,525] Register - Step 08: Verify Register success message is displayed
[2022-08-19 01:22:58,742] Login - Step 01: Navigate to Login page
[2022-08-19 01:22:59,924] Login - Step 02: Enter to Email textbox with value is 'quanganh.plus99142@gmail.com'
[2022-08-19 01:23:00,033] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-19 01:23:00,121] Login - Step 04: Click to 'Login' button
[2022-08-19 01:23:00,841] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-19 01:23:00,915] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-19 01:23:01,453] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-19 01:23:01,528] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-19 01:23:01,745] OS name = windows 10
[2022-08-19 01:23:01,745] Driver instance name = firefoxdriver: firefox on windows (e0d096a6-23e0-4e39-8267-ae29ff3187ad)
[2022-08-19 02:59:50,482] Register - Step 01: Navigate to 'Register' page
[2022-08-19 02:59:51,377] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-19 02:59:51,477] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-19 02:59:52,562] Register - Step 04: Enter to Email textbox with value is 'quanganh.plus62664@gmail.com'
[2022-08-19 02:59:52,706] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-19 02:59:52,793] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-19 02:59:52,887] Register - Step 07: Click to 'Register' button
[2022-08-19 02:59:53,701] Register - Step 08: Verify Register success message is displayed
[2022-08-19 02:59:53,875] Login - Step 01: Navigate to Login page
[2022-08-19 02:59:55,094] Login - Step 02: Enter to Email textbox with value is 'quanganh.plus62664@gmail.com'
[2022-08-19 02:59:55,189] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-19 02:59:55,278] Login - Step 04: Click to 'Login' button
[2022-08-19 02:59:56,032] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-19 02:59:56,121] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-19 02:59:56,636] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-19 02:59:56,707] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-19 02:59:56,927] OS name = windows 10
[2022-08-19 02:59:56,927] Driver instance name = firefoxdriver: firefox on windows (3577c33c-3078-4dc2-9770-349fe9463482)
[2022-08-19 03:41:35,606] Register - Step 01: Navigate to 'Register' page
[2022-08-19 03:41:36,482] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-19 03:41:36,578] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-19 03:41:37,649] Register - Step 04: Enter to Email textbox with value is 'quanganh.plus97802@gmail.com'
[2022-08-19 03:41:37,807] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-19 03:41:37,897] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-19 03:41:37,990] Register - Step 07: Click to 'Register' button
[2022-08-19 03:41:38,840] Register - Step 08: Verify Register success message is displayed
[2022-08-19 03:41:39,029] Login - Step 01: Navigate to Login page
[2022-08-19 03:41:40,228] Login - Step 02: Enter to Email textbox with value is 'quanganh.plus97802@gmail.com'
[2022-08-19 03:41:40,334] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-19 03:41:40,420] Login - Step 04: Click to 'Login' button
[2022-08-19 03:41:41,140] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-19 03:41:41,211] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-19 03:41:41,730] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-19 03:41:41,796] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-19 03:41:42,009] OS name = windows 10
[2022-08-19 03:41:42,009] Driver instance name = firefoxdriver: firefox on windows (cb0d1732-c315-410a-b8a5-97e9a3b93b40)
[2022-08-19 19:12:46,071] Register - Step 01: Navigate to 'Register' page
[2022-08-19 19:12:47,097] Register - Step 02: Enter to Firstname textbox with value is 'quang anh'
[2022-08-19 19:12:47,208] Register - Step 03: Enter to Lastname textbox with value is 'trinh'
[2022-08-19 19:12:48,254] Register - Step 04: Enter to Email textbox with value is 'quanganh.plus16044@gmail.com'
[2022-08-19 19:12:48,414] Register - Step 05: Enter to Password textbox with value is '123456'
[2022-08-19 19:12:48,503] Register - Step 06: Enter to Confirm Password textbox with value is '123456'
[2022-08-19 19:12:48,593] Register - Step 07: Click to 'Register' button
[2022-08-19 19:12:49,425] Register - Step 08: Verify Register success message is displayed
[2022-08-19 19:12:49,595] Login - Step 01: Navigate to Login page
[2022-08-19 19:12:50,864] Login - Step 02: Enter to Email textbox with value is 'quanganh.plus16044@gmail.com'
[2022-08-19 19:12:50,962] Login - Step 03: Enter to Password textbox with value is '123456'
[2022-08-19 19:12:51,051] Login - Step 04: Click to 'Login' button
[2022-08-19 19:12:51,809] Login - Step 05: Verify 'My Account' link is displayed
[2022-08-19 19:12:51,878] MyAccount - Step 01: Navigate to 'My Account' page
[2022-08-19 19:12:52,435] MyAccount - Step 02: Verify 'Customer Info' page is displayed
[2022-08-19 19:12:52,495] MyAccount - Step 03: Verify 'Fist Name' value is correctly
[2022-08-19 19:12:52,726] OS name = windows 10
[2022-08-19 19:12:52,726] Driver instance name = firefoxdriver: firefox on windows (ce2fb4cc-fb2f-4e36-af37-decab93d6273)
